사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2021-08,1호선,1,서울역,"792,988","756,399","145,014","136,947",2021-09-03 10:03:18
2021-08,1호선,10,동묘앞,"102,153","108,130","126,958","126,884",2021-09-03 10:03:18
2021-08,1호선,2,시청,"393,938","389,734","55,055","53,210",2021-09-03 10:03:18
2021-08,1호선,3,종각,"616,525","597,169","101,246","94,171",2021-09-03 10:03:18
2021-08,1호선,4,종로3가,"354,719","325,937","239,745","226,538",2021-09-03 10:03:18
2021-08,1호선,5,종로5가,"294,470","297,772","212,219","203,116",2021-09-03 10:03:18
2021-08,1호선,6,동대문,"177,982","165,020","96,696","95,636",2021-09-03 10:03:18
2021-08,1호선,7,신설동,"224,937","224,563","94,340","91,559",2021-09-03 10:03:18
2021-08,1호선,8,제기동,"197,069","191,778","213,619","230,294",2021-09-03 10:03:18
2021-08,1호선,9,청량리(서울시립대입구),"270,033","269,291","221,084","225,743",2021-09-03 10:03:18
2021-08,2호선,11,시청,"432,363","416,176","38,988","35,390",2021-09-03 10:03:18
2021-08,2호선,12,을지로입구,"746,057","756,840","72,063","66,949",2021-09-03 10:03:18
2021-08,2호선,13,을지로3가,"400,396","397,079","57,112","55,713",2021-09-03 10:03:18
2021-08,2호선,14,을지로4가,"210,497","208,301","70,504","69,591",2021-09-03 10:03:18
2021-08,2호선,15,동대문역사문화공원(DDP),"224,482","251,538","42,418","44,392",2021-09-03 10:03:18
2021-08,2호선,16,신당,"245,397","257,978","79,821","81,728",2021-09-03 10:03:18
2021-08,2호선,17,상왕십리,"271,693","263,782","55,042","55,731",2021-09-03 10:03:18
2021-08,2호선,18,왕십리(성동구청),"317,602","260,183","40,313","34,106",2021-09-03 10:03:18
2021-08,2호선,19,한양대,"130,467","133,476","9,609","9,422",2021-09-03 10:03:18
2021-08,2호선,20,뚝섬,"435,056","470,209","45,206","46,020",2021-09-03 10:03:18
2021-08,2호선,21,성수,"707,227","779,811","82,662","84,085",2021-09-03 10:03:18
2021-08,2호선,22,건대입구,"726,571","779,064","68,156","71,470",2021-09-03 10:03:18
2021-08,2호선,23,구의(광진구청),"462,644","457,944","80,830","82,923",2021-09-03 10:03:18
2021-08,2호선,24,강변(동서울터미널),"633,618","620,226","86,393","84,546",2021-09-03 10:03:18
2021-08,2호선,25,잠실나루,"255,382","249,343","62,537","62,903",2021-09-03 10:03:18
2021-08,2호선,26,잠실(송파구청),"1,401,484","1,382,916","137,872","131,411",2021-09-03 10:03:18
2021-08,2호선,27,잠실새내,"399,051","401,618","78,837","78,889",2021-09-03 10:03:18
2021-08,2호선,28,종합운동장,"124,233","133,983","29,649","30,872",2021-09-03 10:03:18
2021-08,2호선,29,삼성(무역센터),"993,775","1,002,202","82,505","75,051",2021-09-03 10:03:18
2021-08,2호선,30,선릉,"1,011,985","898,344","169,243","150,209",2021-09-03 10:03:18
2021-08,2호선,31,역삼,"935,409","1,035,992","118,132","118,905",2021-09-03 10:03:18
2021-08,2호선,32,강남,"1,740,176","1,700,077","134,535","119,073",2021-09-03 10:03:18
2021-08,2호선,33,교대(법원.검찰청),"623,938","703,572","110,561","123,252",2021-09-03 10:03:18
2021-08,2호선,34,서초,"413,224","391,825","54,704","53,931",2021-09-03 10:03:18
2021-08,2호선,35,방배,"301,101","323,088","53,735","53,461",2021-09-03 10:03:18
2021-08,2호선,36,사당,"680,207","752,106","130,768","125,386",2021-09-03 10:03:18
2021-08,2호선,37,낙성대(강감찬),"566,381","549,441","82,059","84,461",2021-09-03 10:03:18
2021-08,2호선,38,서울대입구(관악구청),"973,159","964,103","148,153","141,234",2021-09-03 10:03:18
2021-08,2호선,39,봉천,"450,915","416,674","113,664","114,157",2021-09-03 10:03:18
2021-08,2호선,40,신림,"1,327,193","1,288,306","176,411","179,633",2021-09-03 10:03:18
2021-08,2호선,41,신대방,"530,474","513,872","99,237","100,430",2021-09-03 10:03:18
2021-08,2호선,42,구로디지털단지,"1,200,446","1,206,206","130,858","133,287",2021-09-03 10:03:18
2021-08,2호선,43,대림(구로구청),"483,222","495,722","91,611","95,294",2021-09-03 10:03:18
2021-08,2호선,44,신도림,"961,401","942,214","149,081","139,794",2021-09-03 10:03:18
2021-08,2호선,45,문래,"404,772","418,721","60,026","59,323",2021-09-03 10:03:18
2021-08,2호선,46,영등포구청,"426,877","431,159","79,020","77,307",2021-09-03 10:03:18
2021-08,2호선,47,당산,"372,405","427,563","43,882","48,518",2021-09-03 10:03:18
2021-08,2호선,48,합정,"672,971","697,867","52,216","51,667",2021-09-03 10:03:18
2021-08,2호선,49,홍대입구,"1,172,536","1,201,862","75,396","71,591",2021-09-03 10:03:18
2021-08,2호선,50,신촌,"668,487","687,683","95,922","93,040",2021-09-03 10:03:18
2021-08,2호선,51,이대,"251,414","266,696","36,166","37,650",2021-09-03 10:03:18
2021-08,2호선,52,아현,"189,846","182,321","51,424","50,714",2021-09-03 10:03:18
2021-08,2호선,53,충정로(경기대입구),"177,046","186,320","38,195","38,365",2021-09-03 10:03:18
2021-08,2호선,54,용답,"49,096","48,655","14,749","14,576",2021-09-03 10:03:18
2021-08,2호선,55,신답,"28,745","34,502","7,681","8,177",2021-09-03 10:03:18
2021-08,2호선,56,신설동,"54,312","51,465","25,892","27,445",2021-09-03 10:03:18
2021-08,2호선,57,도림천,"25,092","25,603","6,086","6,160",2021-09-03 10:03:18
2021-08,2호선,58,양천구청,"116,676","126,472","34,818","35,190",2021-09-03 10:03:18
2021-08,2호선,59,신정네거리,"182,529","191,433","56,132","57,217",2021-09-03 10:03:18
2021-08,2호선,60,용두(동대문구청),"37,463","37,705","18,644","19,459",2021-09-03 10:03:18
2021-08,3호선,61,지축,"83,559","82,311","18,513","17,911",2021-09-03 10:03:18
2021-08,3호선,62,구파발,"394,180","381,117","91,250","87,627",2021-09-03 10:03:18
2021-08,3호선,63,연신내,"680,167","641,375","209,688","204,780",2021-09-03 10:03:18
2021-08,3호선,64,불광,"278,516","299,938","109,213","119,157",2021-09-03 10:03:18
2021-08,3호선,65,녹번,"292,871","262,579","58,879","58,504",2021-09-03 10:03:18
2021-08,3호선,66,홍제,"292,611","275,841","107,482","105,649",2021-09-03 10:03:18
2021-08,3호선,67,무악재,"68,024","67,423","22,653","25,086",2021-09-03 10:03:18
2021-08,3호선,68,독립문,"111,902","115,477","53,170","51,833",2021-09-03 10:03:18
2021-08,3호선,69,경복궁(정부서울청사),"374,943","376,246","55,352","51,447",2021-09-03 10:03:18
2021-08,3호선,70,안국,"360,891","375,889","57,627","58,797",2021-09-03 10:03:18
2021-08,3호선,71,종로3가,"171,526","205,564","45,521","49,857",2021-09-03 10:03:18
2021-08,3호선,72,을지로3가,"179,659","185,900","41,251","39,164",2021-09-03 10:03:18
2021-08,3호선,73,충무로,32,0,1,0,2021-09-03 10:03:18
2021-08,3호선,74,동대입구,"148,299","154,404","25,112","26,351",2021-09-03 10:03:18
2021-08,3호선,75,약수,"234,351","229,856","64,852","60,959",2021-09-03 10:03:18
2021-08,3호선,76,금호,"146,055","136,971","42,448","41,913",2021-09-03 10:03:18
2021-08,3호선,77,옥수,"165,500","175,624","46,313","46,983",2021-09-03 10:03:18
2021-08,3호선,78,압구정,"630,106","667,432","96,463","93,485",2021-09-03 10:03:18
2021-08,3호선,79,신사,"626,553","659,705","55,653","52,597",2021-09-03 10:03:18
2021-08,3호선,80,잠원,"86,626","85,078","22,613","21,809",2021-09-03 10:03:18
2021-08,3호선,81,고속터미널,"864,196","837,538","127,539","121,428",2021-09-03 10:03:18
2021-08,3호선,82,교대(법원.검찰청),"253,583","163,830","47,788","29,035",2021-09-03 10:03:18
2021-08,3호선,83,남부터미널(예술의전당),"583,212","602,211","89,346","89,572",2021-09-03 10:03:18
2021-08,3호선,84,양재(서초구청),"724,884","794,181","108,952","109,177",2021-09-03 10:03:18
2021-08,3호선,85,매봉,"229,068","221,576","46,321","42,478",2021-09-03 10:03:18
2021-08,3호선,86,도곡,"98,144","101,030","18,779","17,212",2021-09-03 10:03:18
2021-08,3호선,87,대치,"223,720","217,732","46,077","44,166",2021-09-03 10:03:18
2021-08,3호선,88,학여울,"28,899","29,660","10,492","9,999",2021-09-03 10:03:18
2021-08,3호선,89,대청,"183,092","167,995","44,233","43,105",2021-09-03 10:03:18
2021-08,3호선,90,일원,"173,680","172,579","46,437","46,159",2021-09-03 10:03:18
2021-08,3호선,91,수서,"313,554","322,394","78,330","77,390",2021-09-03 10:03:18
2021-08,3호선,92,가락시장,"143,036","139,813","59,352","57,913",2021-09-03 10:03:18
2021-08,3호선,93,경찰병원,"133,375","133,354","32,066","32,831",2021-09-03 10:03:18
2021-08,3호선,94,오금,"119,202","108,840","21,429","20,686",2021-09-03 10:03:18
2021-08,4호선,100,수유(강북구청),"657,576","653,887","150,792","150,538",2021-09-03 10:03:18
2021-08,4호선,101,미아(서울사이버대학),"261,741","251,200","86,561","88,166",2021-09-03 10:03:18
2021-08,4호선,102,미아사거리,"511,980","494,310","141,481","140,132",2021-09-03 10:03:18
2021-08,4호선,103,길음,"368,882","357,636","85,428","86,116",2021-09-03 10:03:18
2021-08,4호선,104,성신여대입구(돈암),"402,574","388,562","64,999","64,122",2021-09-03 10:03:18
2021-08,4호선,105,한성대입구(삼선교),"256,367","247,708","56,839","55,979",2021-09-03 10:03:18
2021-08,4호선,106,혜화,"633,077","641,695","98,424","96,105",2021-09-03 10:03:18
2021-08,4호선,107,동대문,"313,921","327,651","113,038","110,415",2021-09-03 10:03:18
2021-08,4호선,108,동대문역사문화공원(DDP),"292,698","269,124","42,867","38,315",2021-09-03 10:03:18
2021-08,4호선,109,충무로,"464,459","485,936","88,234","88,285",2021-09-03 10:03:18
2021-08,4호선,110,명동,"341,488","355,977","42,073","42,943",2021-09-03 10:03:18
2021-08,4호선,111,회현(남대문시장),"374,567","399,170","127,949","127,755",2021-09-03 10:03:18
2021-08,4호선,112,서울역,"195,335","297,038","29,061","32,477",2021-09-03 10:03:18
2021-08,4호선,113,숙대입구(갈월),"243,482","239,804","40,748","38,349",2021-09-03 10:03:18
2021-08,4호선,114,삼각지,"93,330","105,931","17,900","18,547",2021-09-03 10:03:18
2021-08,4호선,115,신용산,"310,045","330,763","38,498","39,014",2021-09-03 10:03:18
2021-08,4호선,116,이촌(국립중앙박물관),"141,703","159,472","33,589","35,074",2021-09-03 10:03:18
2021-08,4호선,117,동작(현충원),"33,454","36,163","17,435","16,483",2021-09-03 10:03:18
2021-08,4호선,118,총신대입구(이수),"326,852","358,110","114,886","121,564",2021-09-03 10:03:18
2021-08,4호선,119,사당,"490,050","403,150","62,416","60,396",2021-09-03 10:03:18
2021-08,4호선,120,남태령,"20,204","16,483","7,092","6,616",2021-09-03 10:03:18
2021-08,4호선,95,당고개,"236,153","213,387","74,756","74,347",2021-09-03 10:03:18
2021-08,4호선,96,상계,"356,326","329,598","93,702","92,336",2021-09-03 10:03:18
2021-08,4호선,97,노원,"384,222","433,610","67,827","66,740",2021-09-03 10:03:18
2021-08,4호선,98,창동,"454,091","483,992","145,475","151,515",2021-09-03 10:03:18
2021-08,4호선,99,쌍문,"570,546","519,679","123,997","122,134",2021-09-03 10:03:18
2021-08,경부선,121,서울역,"132,258","41,583","7,245","1,793",2021-09-03 10:03:18
2021-08,경부선,122,남영,"175,565","184,157","27,572","28,691",2021-09-03 10:03:18
2021-08,경부선,123,용산,"742,008","740,289","93,812","91,785",2021-09-03 10:03:18
2021-08,경부선,124,노량진,"167,835","166,658","26,548","23,901",2021-09-03 10:03:18
2021-08,경부선,125,대방,"235,710","245,175","51,516","51,183",2021-09-03 10:03:18
2021-08,경부선,126,영등포,"744,652","758,974","165,660","164,605",2021-09-03 10:03:18
2021-08,경부선,127,신도림,"71,751","70,409","19,916","22,288",2021-09-03 10:03:18
2021-08,경부선,151,신길,"174,071","143,453","35,720","33,195",2021-09-03 10:03:18
2021-08,경부선,249,구로,"362,442","369,712","73,906","71,299",2021-09-03 10:03:18
2021-08,경부선,250,가산디지털단지,"346,057","417,715","27,227","30,342",2021-09-03 10:03:18
2021-08,경부선,251,금천구청,"210,422","210,346","59,686","60,726",2021-09-03 10:03:18
2021-08,경부선,252,석수,"188,913","168,665","36,972","35,091",2021-09-03 10:03:18
2021-08,경부선,253,관악,"129,377","121,642","39,874","38,514",2021-09-03 10:03:18
2021-08,경부선,254,안양,"416,531","413,174","87,967","91,870",2021-09-03 10:03:18
2021-08,경부선,255,명학,"167,839","166,030","32,772","31,972",2021-09-03 10:03:18
2021-08,경부선,256,금정,"513,539","522,637","86,549","87,426",2021-09-03 10:03:18
2021-08,경부선,257,군포,"143,262","141,756","27,288","26,373",2021-09-03 10:03:18
2021-08,경부선,258,의왕,"167,675","167,565","33,052","33,131",2021-09-03 10:03:18
2021-08,경부선,259,성균관대,"274,916","276,850","37,345","37,523",2021-09-03 10:03:18
2021-08,경부선,260,화서,"136,425","132,872","30,115","29,387",2021-09-03 10:03:18
2021-08,경부선,261,수원,"741,199","775,575","103,726","106,384",2021-09-03 10:03:18
2021-08,경부선,262,독산,"334,649","350,089","49,716","50,956",2021-09-03 10:03:18
2021-08,경부선,263,세류,"59,903","56,192","11,711","11,304",2021-09-03 10:03:18
2021-08,경부선,264,병점,"282,211","282,428","48,670","48,615",2021-09-03 10:03:18
2021-08,경부선,265,세마,"50,725","47,733","11,448","10,938",2021-09-03 10:03:18
2021-08,경부선,266,오산대,"62,442","58,179","12,409","11,907",2021-09-03 10:03:18
2021-08,경부선,267,오산,"200,291","200,679","34,696","35,281",2021-09-03 10:03:18
2021-08,경부선,268,진위,"29,683","25,830","6,096","5,728",2021-09-03 10:03:18
2021-08,경부선,269,송탄,"90,076","86,472","16,365","15,485",2021-09-03 10:03:18
2021-08,경부선,270,서정리,"126,861","124,431","24,505","24,249",2021-09-03 10:03:18
2021-08,경부선,271,평택지제,"67,921","64,018","8,689","8,421",2021-09-03 10:03:18
2021-08,경부선,272,평택,"248,317","246,992","49,169","48,231",2021-09-03 10:03:18
2021-08,경부선,273,성환,"62,527","63,978","14,594","14,944",2021-09-03 10:03:18
2021-08,경부선,274,직산,"14,656","14,751","3,682","3,526",2021-09-03 10:03:18
2021-08,경부선,275,두정,"104,177","106,108","16,800","17,095",2021-09-03 10:03:18
2021-08,경부선,276,천안,"95,694","98,209","44,583","45,049",2021-09-03 10:03:18
2021-08,경부선,277,당정,"113,414","109,490","22,920","22,397",2021-09-03 10:03:18
2021-08,경부선,278,서동탄,"27,349","24,571","6,100","5,987",2021-09-03 10:03:18
2021-08,경부선,279,광명,"70,372","60,617","6,858","6,541",2021-09-03 10:03:18
2021-08,경인선,293,개봉,"389,353","392,608","119,246","125,534",2021-09-03 10:03:18
2021-08,경인선,294,오류동,"216,060","201,587","70,301","68,941",2021-09-03 10:03:18
2021-08,경인선,295,역곡,"505,672","502,473","118,507","120,899",2021-09-03 10:03:18
2021-08,경인선,296,부천,"631,789","633,157","163,626","166,064",2021-09-03 10:03:18
2021-08,경인선,297,송내,"520,630","520,973","92,468","91,303",2021-09-03 10:03:18
2021-08,경인선,298,부평,"623,369","662,919","109,914","111,336",2021-09-03 10:03:18
2021-08,경인선,299,백운,"120,928","119,484","45,727","46,161",2021-09-03 10:03:18
2021-08,경인선,300,동암,"286,916","288,557","74,399","75,819",2021-09-03 10:03:18
2021-08,경인선,301,주안,"377,057","342,993","68,312","60,824",2021-09-03 10:03:18
2021-08,경인선,302,제물포,"189,466","182,591","47,353","47,208",2021-09-03 10:03:18
2021-08,경인선,303,동인천,"243,223","231,173","91,876","89,338",2021-09-03 10:03:18
2021-08,경인선,304,인천,"65,396","47,232","34,478","31,138",2021-09-03 10:03:18
2021-08,경인선,305,구일,"107,035","108,734","32,415","31,836",2021-09-03 10:03:18
2021-08,경인선,306,소사,"159,549","155,148","47,357","47,369",2021-09-03 10:03:18
2021-08,경인선,307,부개,"151,254","140,201","49,070","48,197",2021-09-03 10:03:18
2021-08,경인선,308,간석,"105,435","100,331","35,124","34,390",2021-09-03 10:03:18
2021-08,경인선,309,도원,"43,754","43,808","22,581","24,020",2021-09-03 10:03:18
2021-08,경인선,310,온수(성공회대입구),"116,367","111,972","37,047","35,720",2021-09-03 10:03:18
2021-08,경인선,311,중동,"161,272","151,496","54,088","53,135",2021-09-03 10:03:18
2021-08,경인선,312,도화,"68,334","62,585","30,609","29,724",2021-09-03 10:03:18
2021-08,경원선,128,이촌(국립중앙박물관),"67,478","51,195","20,619","17,990",2021-09-03 10:03:18
2021-08,경원선,129,서빙고,"33,189","29,216","12,105","11,211",2021-09-03 10:03:18
2021-08,경원선,130,한남,"74,269","70,261","23,250","21,492",2021-09-03 10:03:18
2021-08,경원선,131,옥수,"1,322",878,82,45,2021-09-03 10:03:18
2021-08,경원선,132,응봉,"29,210","24,418","12,913","11,730",2021-09-03 10:03:18
2021-08,경원선,133,왕십리(성동구청),"279,151","325,780","49,105","53,805",2021-09-03 10:03:18
2021-08,경원선,134,청량리(서울시립대입구),"274,321","280,538","118,082","126,543",2021-09-03 10:03:18
2021-08,경원선,136,외대앞,"131,966","132,372","35,576","37,113",2021-09-03 10:03:18
2021-08,경원선,137,신이문,"146,244","133,919","55,320","53,805",2021-09-03 10:03:18
2021-08,경원선,138,석계,"144,174","163,918","49,110","53,410",2021-09-03 10:03:18
2021-08,경원선,139,광운대,"138,171","131,697","44,329","43,553",2021-09-03 10:03:18
2021-08,경원선,140,월계,"99,360","94,768","48,660","46,999",2021-09-03 10:03:18
2021-08,경원선,141,녹천,"79,873","66,637","30,919","27,513",2021-09-03 10:03:18
2021-08,경원선,142,창동,3,0,3,0,2021-09-03 10:03:18
2021-08,경원선,358,방학,"147,733","143,880","84,532","83,786",2021-09-03 10:03:18
2021-08,경원선,359,도봉,"89,323","84,291","58,546","58,158",2021-09-03 10:03:18
2021-08,경원선,360,도봉산,"115,631","61,360","93,745","74,518",2021-09-03 10:03:18
2021-08,경원선,361,망월사,"121,591","124,503","55,169","56,182",2021-09-03 10:03:18
2021-08,경원선,362,회룡,"185,396","183,811","113,560","113,178",2021-09-03 10:03:18
2021-08,경원선,363,의정부,"366,774","379,339","85,090","86,686",2021-09-03 10:03:18
2021-08,경원선,364,가능,"115,483","110,075","46,415","46,009",2021-09-03 10:03:18
2021-08,경원선,365,녹양,"79,255","76,675","30,381","29,392",2021-09-03 10:03:18
